INDIVID,SITE,HABITAT,HostSPP,YEAR,SEX,AGE,BactMiSeq,NumAnyBactPathos,BactPA,AnyMycoPA,VirusHV,VirusCPXV,VirusLCMV,Bartonella,Myco1,Myco2,Myco3,Myco4,Myco5,Myco6,Myco7,Myco8,Myco9,Myco10,Rickettsia,Neoehrlichia,Orientia,Brevinema,Spiroplasma,VirusTBE
BR10041,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10042,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10043,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10044,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10045,BRIQUENAY,Hedge,M_Ap_sylv,2010,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10046,BRIQUENAY,Hedge,M_Ap_sylv,2010,f,ADULT,1,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BR10047,BRIQUENAY,Hedge,M_Ap_sylv,2010,m,JUVENILE,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10048,BRIQUENAY,Hedge,C_My_glar,2010,m,ADULT,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10049,BRIQUENAY,Forest,C_My_glar,2010,f,ADULT,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BR10050,BRIQUENAY,Farm,M_Ra_norv,2010,m,ADULT,1,5,1,5,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
BR10051,BRIQUENAY,Forest,C_My_glar,2010,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10052,BRIQUENAY,Forest,C_My_glar,2010,m,ADULT,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10053,BRIQUENAY,Forest,C_My_glar,2010,f,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10054,BRIQUENAY,Forest,C_My_glar,2010,m,JUVENILE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10055,BRIQUENAY,Forest,M_Ap_sylv,2010,m,ADULT,1,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BR10056,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10057,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10058,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10059,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10060,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10061,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10062,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10063,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10064,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10065,BRIQUENAY,Hedge,M_Ap_sylv,2010,f,JUVENILE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10066,BRIQUENAY,Hedge,C_My_glar,2010,m,ADULT,1,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10067,BRIQUENAY,Hedge,M_Ap_sylv,2010,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10068,BRIQUENAY,Hedge,M_Ap_sylv,2010,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10069,BRIQUENAY,Hedge,C_My_glar,2010,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10070,BRIQUENAY,Hedge,M_Ap_sylv,2010,m,ADULT,1,2,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BR10071,BRIQUENAY,Hedge,M_Ap_sylv,2010,f,ADULT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10072,BRIQUENAY,Hedge,M_Ap_sylv,2010,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10073,BRIQUENAY,Forest,C_My_glar,2010,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10074,BRIQUENAY,Forest,M_Ap_sylv,2010,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10075,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10076,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10077,BRIQUENAY,Farm,M_Ra_norv,2010,f,ADULT,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BR10078,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10079,BRIQUENAY,Meadow,C_Ar_sche,2010,f,JUVENILE,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10080,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10081,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10082,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10083,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR10084,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR10085,BRIQUENAY,Hedge,C_My_glar,2010,f,ADULT,1,2,1,2,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
BR10086,BRIQUENAY,Hedge,M_Ap_sylv,2010,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10087,BRIQUENAY,Forest,C_My_glar,2010,f,JUVENILE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR10088,BRIQUENAY,Forest,M_Ap_sylv,2010,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10089,BRIQUENAY,Forest,C_My_glar,2010,m,JUVENILE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR10090,BRIQUENAY,Forest,C_My_glar,2010,m,JUVENILE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR10091,BRIQUENAY,Forest,C_My_glar,2010,m,JUVENILE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR10092,BRIQUENAY,Forest,C_My_glar,2010,m,JUVENILE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR10093,BRIQUENAY,Hedge,M_Ap_sylv,2010,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10094,BRIQUENAY,Hedge,M_Ap_sylv,2010,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10095,BRIQUENAY,Hedge,C_My_glar,2010,m,ADULT,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR10096,BRIQUENAY,Hedge,M_Ap_sylv,2010,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10097,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10098,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10099,BRIQUENAY,Meadow,C_Ar_sche,2010,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10100,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10101,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10102,BRIQUENAY,Meadow,C_Ar_sche,2010,f,JUVENILE,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10103,BRIQUENAY,Meadow,C_Ar_sche,2010,m,JUVENILE,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10104,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10105,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10106,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10107,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10108,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10109,BRIQUENAY,Meadow,C_Ar_sche,2010,f,JUVENILE,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10110,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10111,BRIQUENAY,Hedge,M_Ap_sylv,2010,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10112,BRIQUENAY,Hedge,M_Ap_sylv,2010,f,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10113,BRIQUENAY,Hedge,C_My_glar,2010,f,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10114,BRIQUENAY,Hedge,C_My_glar,2010,m,ADULT,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BR10115,BRIQUENAY,Hedge,M_Ap_sylv,2010,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10116,BRIQUENAY,Hedge,M_Ap_sylv,2010,f,ADULT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10117,BRIQUENAY,Hedge,C_My_glar,2010,m,ADULT,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BR10118,BRIQUENAY,Hedge,C_My_glar,2010,f,ADULT,1,1,1,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
BR10119,BRIQUENAY,Forest,C_My_glar,2010,f,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10120,BRIQUENAY,Forest,C_My_glar,2010,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10121,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10122,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10123,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BR10124,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10125,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10126,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10127,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10128,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,1,1,1,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
BR10129,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10130,BRIQUENAY,Meadow,C_Ar_sche,2010,f,JUVENILE,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10131,BRIQUENAY,Meadow,C_Ar_sche,2010,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10132,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10133,BRIQUENAY,Meadow,C_Ar_sche,2010,m,JUVENILE,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10134,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10135,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10136,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BR10137,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10138,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10139,BRIQUENAY,Hedge,C_My_glar,2010,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10140,BRIQUENAY,Hedge,M_Ap_sylv,2010,m,ADULT,1,3,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BR10141,BRIQUENAY,Hedge,C_My_glar,2010,f,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10142,BRIQUENAY,Hedge,C_My_glar,2010,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10143,BRIQUENAY,Farm,M_Ra_norv,2010,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10144,BRIQUENAY,Farm,M_Ra_norv,2010,m,ADULT,1,5,1,4,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
BR10145,BRIQUENAY,Hedge,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10146,BRIQUENAY,Farm,M_Ra_norv,2010,f,ADULT,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BR10147,BRIQUENAY,Hedge,M_Ap_sylv,2010,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10148,BRIQUENAY,Hedge,C_My_glar,2010,f,JUVENILE,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10149,BRIQUENAY,Forest,C_My_glar,2010,f,ADULT,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10150,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10151,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10152,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10153,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10154,BRIQUENAY,Hedge,M_Ap_sylv,2010,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10155,BRIQUENAY,Hedge,M_Ap_sylv,2010,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10156,BRIQUENAY,Hedge,M_Ap_sylv,2010,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10157,BRIQUENAY,Hedge,M_Ap_sylv,2010,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10158,BRIQUENAY,Hedge,M_Ap_sylv,2010,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10159,BRIQUENAY,Hedge,C_My_glar,2010,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10160,BRIQUENAY,Farm,M_Ra_norv,2010,f,ADULT,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10161,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10162,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR11163,BRIQUENAY,Forest,M_Ap_flav,2011,f,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR11164,BRIQUENAY,Forest,M_Ap_flav,2011,m,JUVENILE,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR11165,BRIQUENAY,Forest,C_My_glar,2011,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR11166,BRIQUENAY,Hedge,M_Ap_flav,2011,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR11167,BRIQUENAY,Hedge,C_My_glar,2011,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR11168,BRIQUENAY,Hedge,M_Ap_sylv,2011,f,ADULT,1,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BR11169,BRIQUENAY,Hedge,C_Mi_arva,2011,m,JUVENILE,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR11170,BRIQUENAY,Forest,M_Ap_flav,2011,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR11171,BRIQUENAY,Hedge,C_My_glar,2011,f,ADULT,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR11172,BRIQUENAY,Hedge,M_Ap_sylv,2011,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR11173,BRIQUENAY,Hedge,C_My_glar,2011,m,ADULT,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR11174,BRIQUENAY,Hedge,C_My_glar,2011,m,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR11175,BRIQUENAY,Forest,C_My_glar,2011,f,ADULT,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR11176,BRIQUENAY,Forest,M_Ap_flav,2011,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR11177,BRIQUENAY,Forest,M_Ap_flav,2011,f,ADULT,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR11178,BRIQUENAY,Forest,M_Ap_sylv,2011,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR11179,BRIQUENAY,Forest,C_My_glar,2011,f,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR11180,BRIQUENAY,Forest,M_Ap_sylv,2011,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR11181,BRIQUENAY,Farm,M_Ra_norv,2011,f,ADULT,1,3,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BR11182,BRIQUENAY,Farm,M_Ra_norv,2011,m,JUVENILE,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
