INDIVID,SITE,HABITAT,HostSPP,YEAR,SEX,AGE,BactMiSeq,NumAnyBactPathos,BactPA,AnyMycoPA,VirusHV,VirusCPXV,VirusLCMV,Bartonella,Myco1,Myco2,Myco3,Myco4,Myco5,Myco6,Myco7,Myco8,Myco9,Myco10,Rickettsia,Neoehrlichia,Orientia,Brevinema,Spiroplasma,VirusTBE
BB10253,BOULT,Hedge,C_My_glar,2011,f,ADULT,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BB10254,BOULT,Meadow,C_Ar_sche,2011,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10255,BOULT,Meadow,C_Ar_sche,2011,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10256,BOULT,Meadow,C_Ar_sche,2011,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10257,BOULT,Meadow,C_Ar_sche,2011,m,JUVENILE,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10258,BOULT,Meadow,C_Ar_sche,2011,f,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10259,BOULT,Meadow,C_Ar_sche,2011,m,JUVENILE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB10260,BOULT,Forest,C_My_glar,2011,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10261,BOULT,Forest,M_Ap_sylv,2011,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10262,BOULT,Forest,M_Ap_sylv,2011,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10263,BOULT,Forest,M_Ap_sylv,2011,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10264,BOULT,Hedge,M_Ap_sylv,2011,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10265,BOULT,Hedge,M_Ap_sylv,2011,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10266,BOULT,Hedge,M_Ap_sylv,2011,f,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10267,BOULT,Hedge,M_Ap_sylv,2011,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10268,BOULT,Hedge,C_My_glar,2011,m,ADULT,0,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10269,BOULT,Hedge,M_Ap_sylv,2011,f,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10270,BOULT,Hedge,M_Ap_sylv,2011,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10271,BOULT,Hedge,C_My_glar,2011,f,ADULT,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10272,BOULT,Hedge,M_Ap_sylv,2011,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10273,BOULT,Hedge,M_Ap_flav,2011,m,JUVENILE,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10274,BOULT,Hedge,M_Ap_sylv,2011,f,ADULT,1,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BB10275,BOULT,Hedge,C_My_glar,2011,m,JUVENILE,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10276,BOULT,Hedge,M_Ap_sylv,2011,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10277,BOULT,Hedge,M_Ap_flav,2011,m,JUVENILE,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10278,BOULT,Forest,C_Mi_subt,2011,m,NA,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10279,BOULT,Forest,M_Ap_sylv,2011,m,ADULT,1,1,1,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
BB10280,BOULT,Forest,C_My_glar,2011,f,ADULT,1,3,1,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10281,BOULT,Forest,C_My_glar,2011,f,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10282,BOULT,Forest,M_Ap_sylv,2011,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10283,BOULT,Forest,M_Ap_flav,2011,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10284,BOULT,Farm,M_Ra_norv,2011,m,ADULT,1,4,1,4,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
BB10285,BOULT,Meadow,C_Mi_arva,2011,f,JUVENILE,1,4,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
BB10286,BOULT,Meadow,C_Mi_arva,2011,f,JUVENILE,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10287,BOULT,Meadow,C_Mi_arva,2011,f,JUVENILE,1,3,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BB10288,BOULT,Meadow,C_Ar_sche,2011,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10289,BOULT,Meadow,C_Ar_sche,2011,f,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10290,BOULT,Hedge,C_My_glar,2011,f,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10291,BOULT,Hedge,C_My_glar,2011,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10292,BOULT,Hedge,M_Ap_sylv,2011,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10293,BOULT,Hedge,M_Ap_sylv,2011,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10294,BOULT,Forest,C_My_glar,2011,f,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10295,BOULT,Hedge,M_Ap_sylv,2011,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10296,BOULT,Hedge,M_Ap_sylv,2011,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10297,BOULT,Hedge,C_My_glar,2011,m,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10298,BOULT,Hedge,C_My_glar,2011,m,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10299,BOULT,Forest,C_My_glar,2011,f,ADULT,1,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10300,BOULT,Hedge,M_Ap_sylv,2011,f,JUVENILE,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10301,BOULT,Hedge,C_My_glar,2011,f,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10302,BOULT,Hedge,M_Ap_sylv,2011,f,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10303,BOULT,Forest,C_My_glar,2011,f,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10304,BOULT,Forest,C_My_glar,2011,m,ADULT,1,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10305,BOULT,Farm,M_Ra_norv,2011,m,ADULT,1,2,1,2,NA,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
BB10306,BOULT,Farm,M_Ra_norv,2011,f,ADULT,1,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BB10307,BOULT,Meadow,C_Ar_sche,2011,m,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10308,BOULT,Meadow,C_Mi_arva,2011,f,ADULT,1,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10309,BOULT,Meadow,C_Mi_arva,2011,f,JUVENILE,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10310,BOULT,Meadow,C_Ar_sche,2011,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10311,BOULT,Meadow,C_Ar_sche,2011,f,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10312,BOULT,Meadow,C_Mi_arva,2011,m,ADULT,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BB10313,BOULT,Meadow,C_Mi_arva,2011,m,JUVENILE,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10314,BOULT,Forest,C_My_glar,2011,m,ADULT,1,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10315,BOULT,Forest,M_Ap_flav,2011,f,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10316,BOULT,Hedge,M_Ap_flav,2011,f,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10317,BOULT,Hedge,C_My_glar,2011,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10318,BOULT,Hedge,M_Ap_sylv,2011,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10319,BOULT,Hedge,C_Mi_agre,2011,m,ADULT,1,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10320,BOULT,Hedge,M_Ap_sylv,2011,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10321,BOULT,Meadow,C_Mi_arva,2011,m,JUVENILE,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10322,BOULT,Meadow,C_Mi_arva,2011,m,ADULT,1,2,1,1,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
BB10323,BOULT,Meadow,C_Mi_arva,2011,m,JUVENILE,1,4,1,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
BB10324,BOULT,Meadow,C_Mi_arva,2011,m,JUVENILE,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10325,BOULT,Farm,M_Ra_norv,2011,f,JUVENILE,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BB10326,BOULT,Meadow,C_Mi_arva,2011,m,JUVENILE,1,3,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BB10327,BOULT,Forest,C_My_glar,2011,m,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10328,BOULT,Forest,M_Ap_flav,2011,m,JUVENILE,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10329,BOULT,Hedge,M_Ap_sylv,2011,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10330,BOULT,Hedge,M_Ap_sylv,2011,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10331,BOULT,Forest,C_My_glar,2011,m,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10332,BOULT,Meadow,C_Mi_arva,2011,f,ADULT,1,4,1,3,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
BB10333,BOULT,Hedge,C_My_glar,2011,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10334,BOULT,Meadow,C_Ar_sche,2011,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10335,BOULT,Meadow,C_Ar_sche,2011,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10336,BOULT,Meadow,C_Ar_sche,2011,m,ADULT,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10337,BOULT,Meadow,C_Ar_sche,2011,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10338,BOULT,Meadow,C_Ar_sche,2011,f,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10339,BOULT,Meadow,C_Ar_sche,2011,f,JUVENILE,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10340,BOULT,Hedge,C_My_glar,2011,f,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10341,BOULT,Forest,C_My_glar,2011,m,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10342,BOULT,Forest,C_My_glar,2011,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10343,BOULT,Forest,C_My_glar,2011,m,JUVENILE,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10344,BOULT,Farm,M_Ra_norv,2011,f,ADULT,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BB10345,BOULT,Forest,M_Ap_sylv,2011,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10346,BOULT,Hedge,M_Ap_sylv,2011,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10347,BOULT,Hedge,M_Ap_flav,2011,f,JUVENILE,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB10348,BOULT,Hedge,M_Ap_sylv,2011,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10349,BOULT,Forest,M_Ap_sylv,2011,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10350,BOULT,Forest,M_Ap_sylv,2011,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10351,BOULT,Farm,M_Ra_norv,2011,m,ADULT,1,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BB10352,BOULT,Forest,M_Ap_sylv,2011,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10353,BOULT,Forest,M_Ap_sylv,2011,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10354,BOULT,Forest,M_Ap_sylv,2011,m,JUVENILE,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10355,BOULT,Forest,C_My_glar,2011,f,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10356,BOULT,Hedge,M_Ap_sylv,2011,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10357,BOULT,Hedge,M_Ap_sylv,2011,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BB10358,BOULT,Hedge,M_Ap_sylv,2011,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10001,BRIQUENAY,Forest,C_My_glar,2010,f,ADULT,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10002,BRIQUENAY,Forest,M_Ap_sylv,2010,f,NA,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10003,BRIQUENAY,Hedge,M_Ap_sylv,2010,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10004,BRIQUENAY,Hedge,C_My_glar,2010,f,JUVENILE,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10005,BRIQUENAY,Forest,C_My_glar,2010,m,JUVENILE,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10006,BRIQUENAY,Hedge,C_My_glar,2010,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10007,BRIQUENAY,Forest,M_Ap_sylv,2010,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10008,BRIQUENAY,Hedge,M_Ap_sylv,2010,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10009,BRIQUENAY,Hedge,M_Ap_sylv,2010,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10010,BRIQUENAY,Hedge,M_Ap_sylv,2010,f,ADULT,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10011,BRIQUENAY,Forest,M_Ap_sylv,2010,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10012,BRIQUENAY,Hedge,M_Ap_sylv,2010,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10013,BRIQUENAY,Hedge,M_Ap_sylv,2010,f,JUVENILE,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10014,BRIQUENAY,Hedge,M_Ap_sylv,2010,f,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10015,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10016,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10017,BRIQUENAY,Meadow,C_Ar_sche,2010,f,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10018,BRIQUENAY,Meadow,C_Ar_sche,2010,f,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10019,BRIQUENAY,Meadow,C_Ar_sche,2010,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10020,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10021,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10022,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10023,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10024,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10025,BRIQUENAY,Forest,M_Ap_sylv,2010,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10026,BRIQUENAY,Forest,M_Ap_sylv,2010,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10027,BRIQUENAY,Farm,M_Ra_norv,2010,m,ADULT,1,4,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
BR10028,BRIQUENAY,Hedge,M_Ap_sylv,2010,f,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10029,BRIQUENAY,Forest,M_Ap_sylv,2010,m,JUVENILE,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10030,BRIQUENAY,Forest,M_Ap_flav,2010,f,JUVENILE,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10031,BRIQUENAY,Forest,M_Ap_sylv,2010,f,JUVENILE,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10032,BRIQUENAY,Farm,M_Ra_norv,2010,f,ADULT,1,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BR10033,BRIQUENAY,Forest,M_Ap_flav,2010,f,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10034,BRIQUENAY,Forest,C_My_glar,2010,m,JUVENILE,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10035,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10036,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10037,BRIQUENAY,Meadow,C_Ar_sche,2010,m,ADULT,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10038,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR10039,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
BR10040,BRIQUENAY,Meadow,C_Ar_sche,2010,f,ADULT,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
